user_id,video_id,date,hourmin,time_ms,is_click,is_like,is_follow,is_comment,is_forward,is_hate,long_view,play_time_ms,duration_ms,profile_stay_time,comment_stay_time,is_profile_enter,is_rand,tab
0,5543,20220430,1800,1651314030792,0,0,0,0,0,0,0,863,30066,0,0,0,1,1
0,1836,20220502,1200,1651466607423,0,0,0,0,0,0,0,1190,132433,0,0,0,1,1
0,721,20220502,1700,1651481542743,0,0,0,0,0,0,0,1528,25266,0,0,0,1,1
0,442,20220502,1800,1651488577163,0,0,0,0,0,0,0,1490,12000,0,0,0,1,1
0,62,20220503,800,1651535940163,0,0,0,0,0,0,0,1419,169500,0,0,0,1,1
0,7303,20220504,900,1651625898330,0,0,0,0,0,0,0,1105,55533,0,0,0,1,1
0,6308,20220504,900,1651628052625,0,0,0,0,0,0,0,1704,7600,0,0,0,1,1
0,6614,20220506,700,1651793743336,0,0,0,0,0,0,0,1141,0,0,0,0,1,1
0,5066,20220506,700,1651793764164,0,0,0,0,0,0,0,1409,16966,0,0,0,1,1
0,4327,20220506,1000,1651804528290,0,0,0,0,0,0,0,1287,150233,0,0,0,1,1
0,5898,20220506,1200,1651809553889,0,0,0,0,0,0,0,2142,37616,0,0,0,1,1
0,3240,20220506,1200,1651809591045,0,0,0,0,0,0,0,1162,40633,0,0,0,1,1
0,3823,20220506,1200,1651809736919,0,0,0,0,0,0,0,1148,172000,0,0,0,1,1
0,3941,20220506,1200,1651809779255,0,0,0,0,0,0,0,986,31103,0,0,0,1,1
0,2697,20220506,1300,1651816004634,0,0,0,0,0,0,0,1513,87366,0,0,0,1,1
0,7250,20220506,1500,1651820195531,0,0,0,0,0,0,0,1120,19866,0,0,0,1,1
0,6323,20220506,1900,1651835921949,0,0,0,0,0,0,0,1486,94933,0,0,0,1,1
0,3656,20220506,1900,1651836004194,0,0,0,0,0,0,0,947,41000,0,0,0,1,1
0,4047,20220506,1900,1651836013096,0,0,0,0,0,0,0,750,38200,0,0,0,1,1
0,3725,20220506,1900,1651836177136,0,0,0,0,0,0,0,1533,134734,0,0,0,1,1
0,3603,20220506,1900,1651836904029,0,0,0,0,0,0,0,2104,13933,0,0,0,1,1
0,6735,20220506,1900,1651836935884,0,0,0,0,0,0,0,1056,0,0,0,0,1,1
0,1052,20220506,1900,1651837022496,0,0,0,0,0,0,0,1075,156120,0,0,0,1,1
0,6857,20220506,1900,1651837066894,0,0,0,0,0,0,0,1050,149933,0,0,0,1,1
0,6441,20220506,2000,1651839975333,0,0,0,0,0,0,0,1114,382566,0,0,0,1,1
0,809,20220506,2100,1651841744088,0,0,0,0,0,0,0,1100,248800,0,0,0,1,1
0,892,20220506,2100,1651842018902,0,0,0,0,0,0,0,1065,46000,0,0,0,1,1
0,2848,20220506,2100,1651842137584,0,0,0,0,0,0,0,1324,140720,0,0,0,1,1
0,4946,20220506,2100,1651842407947,0,0,0,0,0,0,0,832,36733,0,0,0,1,1
0,527,20220506,2100,1651842674079,0,0,0,0,0,0,0,1416,10388,0,0,0,1,1
0,1983,20220506,2100,1651842869824,0,0,0,0,0,0,0,994,14733,0,0,0,1,1
0,1488,20220506,2100,1651842880164,0,0,0,0,0,0,0,1163,111233,0,0,0,1,1
0,3366,20220506,2100,1651843015965,0,0,0,0,0,0,0,1146,206933,0,0,0,1,1
0,5344,20220506,2100,1651843086825,0,0,0,0,0,0,0,1098,87400,0,0,0,1,1
0,1016,20220506,2100,1651843526729,0,0,0,0,0,0,0,821,8833,0,0,0,1,1
0,1012,20220506,2100,1651843579917,0,0,0,0,0,0,0,981,0,0,0,0,1,1
0,6961,20220506,2100,1651843612861,0,0,0,0,0,0,0,798,82700,0,0,0,1,1
0,6313,20220506,2100,1651843669039,0,0,0,0,0,0,0,1024,118993,0,0,0,1,1
0,404,20220506,2100,1651843975609,0,0,0,0,0,0,0,910,68880,0,0,0,1,1
0,6620,20220506,2100,1651844039851,0,0,0,0,0,0,0,609,83133,0,0,0,1,1
0,488,20220506,2100,1651844052487,0,0,0,0,0,0,0,450,110800,0,0,0,1,1
0,6649,20220506,2100,1651844093959,0,0,0,0,0,0,0,1241,113933,0,0,0,1,1
0,2330,20220506,2100,1651844123512,0,0,0,0,0,0,0,1156,104916,0,0,0,1,1
0,3588,20220506,2100,1651844135917,0,0,0,0,0,0,0,1623,91840,0,0,0,1,1
0,3748,20220506,2100,1651844159805,0,0,0,0,0,0,0,753,17633,0,0,0,1,1
0,1196,20220506,2100,1651844182014,0,0,0,0,0,0,0,724,146200,0,0,0,1,1
0,5619,20220507,1300,1651899131849,0,0,0,0,0,0,0,1412,26840,0,0,0,1,1
0,3611,20220507,1900,1651922125595,0,0,0,0,0,0,0,1542,169433,0,0,0,1,1
0,7098,20220507,2100,1651929189668,0,0,0,0,0,0,0,928,6966,0,0,0,1,1
0,3629,20220507,2100,1651929341829,0,0,0,0,0,0,0,1148,215200,0,0,0,1,1
0,5737,20220507,2100,1651929400666,0,0,0,0,0,0,0,762,73016,0,0,0,1,1
0,142,20220507,2100,1651929681516,0,0,0,0,0,0,0,986,123333,0,0,0,1,1
0,3184,20220507,2100,1651929812787,0,0,0,0,0,0,0,774,310000,0,0,0,1,1
0,1395,20220507,2100,1651929941607,0,0,0,0,0,0,0,1065,32150,0,0,0,1,1
0,6344,20220508,800,1651967443080,0,0,0,0,0,0,0,179,84366,0,0,0,1,1
0,5636,20220508,1300,1651987370336,0,0,0,0,0,0,0,848,68400,0,0,0,1,1
0,3389,20220508,1400,1651991651272,0,0,0,0,0,0,0,1108,16033,0,0,0,1,1
0,5347,20220508,1600,1651999484622,0,0,0,0,0,0,0,927,15033,0,0,0,1,1
0,3120,20220508,1600,1651999561064,0,0,0,0,0,0,0,690,213433,0,0,0,1,1
0,3717,20220508,2100,1652015124396,0,0,0,0,0,0,0,1605,22900,0,0,0,1,1
0,2039,20220508,2100,1652017507750,0,0,0,0,0,0,0,1079,201440,0,0,0,1,1
0,4055,20220508,2100,1652017516557,0,0,0,0,0,0,0,686,65382,0,0,0,1,1
0,549,20220508,2100,1652017525086,0,0,0,0,0,0,0,1014,123350,0,0,0,1,1
1,4848,20220425,600,1650839585601,0,0,0,0,0,0,0,2155,98731,0,0,0,1,1
1,4803,20220426,1100,1650943403416,0,0,0,0,0,0,0,2345,14800,0,0,0,1,1
1,2559,20220429,2100,1651238444226,0,0,0,0,0,0,0,1845,39280,0,0,0,1,1
1,2533,20220430,1000,1651285378867,0,0,0,0,0,0,0,1471,79350,0,0,0,1,1
1,5928,20220503,1000,1651543649677,0,0,0,0,0,0,0,3481,7450,0,0,0,1,1
1,2840,20220503,1000,1651544160038,1,0,0,0,0,0,1,66449,61166,0,0,0,1,1
1,6017,20220503,1100,1651547790758,0,0,0,0,0,0,0,6129,20500,0,0,0,1,1
1,6718,20220503,1400,1651559685619,0,0,0,0,0,0,0,2496,24650,0,0,0,1,1
1,7052,20220503,1900,1651577790172,0,0,0,0,0,0,0,1809,123866,0,0,0,1,1
1,2984,20220506,600,1651789226930,1,0,0,0,0,0,1,24792,96466,0,0,0,1,1
1,3027,20220506,600,1651789881792,1,0,0,0,0,0,1,16920,15250,0,0,0,1,1
1,591,20220507,600,1651876377881,0,0,0,0,0,0,0,1840,166850,0,0,0,1,1
1,3074,20220508,1100,1651981414195,0,0,0,0,0,0,0,1927,29000,0,0,0,1,1
1,5393,20220508,1100,1651981811308,0,0,0,0,0,0,0,1672,143866,0,0,0,1,1
1,5992,20220508,1200,1651982382581,0,0,0,0,0,0,0,2461,111716,0,0,0,1,1
1,348,20220508,1200,1651982568435,0,0,0,0,0,0,0,3806,11666,0,0,0,1,1
1,2240,20220508,1200,1651982685140,0,0,0,0,0,0,0,3895,87083,0,0,0,1,1
1,4358,20220508,1300,1651987734241,0,0,0,0,0,0,0,4127,33533,0,0,0,1,1
1,4309,20220508,1300,1651988240993,0,0,0,0,0,0,0,1429,85733,0,0,0,1,1
1,2052,20220508,2300,1652021737024,0,0,0,0,0,0,0,1530,136766,0,0,0,1,1
1,2708,20220508,2300,1652023102784,0,0,0,0,0,0,0,2771,185560,0,0,0,1,1
1,793,20220508,2300,1652023255023,0,0,0,0,0,0,0,1857,31206,0,0,0,1,1
2,4579,20220422,2100,1650631589489,0,0,0,0,0,0,0,5809,7916,0,0,0,1,1
2,7227,20220423,2100,1650719390655,0,0,0,0,0,0,0,4617,105062,0,0,0,1,1
2,4931,20220425,1000,1650852003875,1,0,0,0,0,0,1,146853,326466,0,0,0,1,1
2,254,20220426,1000,1650941322891,0,0,0,0,0,0,0,4185,121400,0,0,0,1,1
2,6801,20220426,1100,1650941876349,1,0,0,0,0,0,1,43207,35600,0,0,0,1,1
2,5770,20220427,1500,1651044662195,1,0,0,0,0,0,1,32192,35016,0,0,0,1,1
2,5726,20220427,2000,1651060457221,0,0,0,0,0,0,0,1190,125040,0,0,0,1,1
2,4325,20220427,2000,1651061885599,0,0,0,0,0,0,0,1867,15033,0,0,0,1,1
2,1871,20220427,2100,1651067023833,0,0,0,0,0,0,0,3540,117100,0,0,0,1,1
2,6417,20220428,2200,1651154897254,0,0,0,0,0,0,0,1554,11066,0,0,0,1,1
2,54,20220429,1000,1651198193935,0,0,0,0,0,0,0,4889,201166,0,0,0,1,1
2,6918,20220429,1400,1651213819046,1,0,0,0,0,0,1,47796,40766,0,0,0,1,1
2,662,20220429,1900,1651231982643,1,0,0,0,0,0,1,41808,116933,0,0,0,1,1
2,4174,20220430,1300,1651297445628,1,0,0,0,0,0,1,73829,155300,0,3303,0,1,1
2,3474,20220430,1300,1651297632845,0,0,0,0,0,0,0,3936,240533,0,0,0,1,1
2,3227,20220501,900,1651368882954,1,0,0,0,0,0,0,1474,30208,0,0,0,1,1
2,2256,20220502,1400,1651470921731,0,0,0,0,0,0,0,2453,84334,0,0,0,1,1
2,2260,20220502,1800,1651487833265,0,0,0,0,0,0,0,6045,66966,0,0,0,1,1
2,2097,20220502,1800,1651488148130,1,0,0,0,0,0,1,27732,100450,0,0,0,1,1
2,3189,20220502,1900,1651488417296,0,0,0,0,0,0,0,3344,253366,0,0,0,1,1
